自動車メーカー,車種,型式,年式,適合詳細,備考,注意事項,対応純正品番,タイプ,販売価格,Camp価格,商品ID,物販コード,メーカー名,商品名,取付位置
ホンダ,CR-V,RD1/RD2,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,258539,30080103005-qq-157,STRIKE,エアコンフィルター
ホンダ,CR-V,RD4/RD5/RD6/RD7,01/09～06/10,全グレード,参考DENSO品番:DCC3001,,80292-S7A-003,カーボンタイプ,1637,,258659,30080203006-qq-94,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,CR-V,RE3/RE4/RM1/RM4,RE3/RE4:06/10～11/12<br>RM1/RM4:11/12～,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003/80292-SLJ-003,カーボンタイプ,1464,,258653,30080203004-qq-78,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,CR-V,RE3/RE4/RM1/RM4,RE3/RE4:06/10～11/12<br>RM1/RM4:11/12～,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003/80292-SLJ-003,カーボンタイプ PM2.5cut ver.,1665,,258905,30080303002-qq-39,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,CR-V,RM1/RM4,06/10～11/11,,,,08R79-SEA-000A,,1296,,258520,30080103001-qq-91,STRIKE,エアコンフィルター
ホンダ,N-BOX,JF1/JF2,11/12～,,,,08R79-SAA-000A,,1271,,258529,30080103002-qq-119,STRIKE,エアコンフィルター
ホンダ,N-BOX/N-BOXカスタム/N-BOX+/N-BOX+カスタム,JF1/JF2,N-BOX(カスタム):11/12～<br>N-BOX+(カスタム):12/07～,全グレード,参考DENSO品番:DCC3003,フィルター未装着車はフレーム又はトレイが必要となる場合あり,80291-TY0-941,カーボンタイプ,1304,,258639,30080203002-qq-82,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,N-BOX/N-BOXカスタム/N-BOX+/N-BOX+カスタム,JF1/JF2,N-BOX(カスタム):11/12～<br>N-BOX+(カスタム):12/07～,全グレード,参考DENSO品番:DCC3003,フィルター未装着車はフレーム又はトレイが必要となる場合あり,80291-TY0-941,カーボンタイプ PM2.5cut ver.,1451,,258897,30080303001-qq-40,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,N-ONE,JG1/JG2,12/11～,全グレード,参考DENSO品番:DCC3003,,80291-SAA-305/80291-TY0-941,カーボンタイプ,1304,,258640,30080203002-qq-83,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,N-ONE,JG1/JG2,12/11～,全グレード,参考DENSO品番:DCC3003,,80291-SAA-305/80291-TY0-941,カーボンタイプ PM2.5cut ver.,1451,,258898,30080303001-qq-42,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,N-WGN/N-WGNカスタム,JH1/JH2,13/11～,全グレード,参考DENSO品番:DCC3003,,80291-TY0-941,カーボンタイプ,1304,,258641,30080203002-qq-85,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,N-WGN/N-WGNカスタム,JH1/JH2,13/11～,全グレード,参考DENSO品番:DCC3003,,80291-TY0-941,カーボンタイプ PM2.5cut ver.,1451,,258899,30080303001-qq-44,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,Z,PA1,98/10～01/12,,,,08R79-S2K-A00,,1308,,259015,30080103003-qq-124,STRIKE,エアコンフィルター
ホンダ,Z,PA1,98/10～02/08,全グレード,参考DENSO品番:DCC3004,フィルター未装着車はカバーが必要となる場合あり,08R79-S2R-A00,カーボンタイプ,1477,,259075,30080203008-qq-97,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,Z,PA1,98/10～02/08,全グレード,,フィルター未装着車はフレーム又はトレイが必要となる場合あり,80291-S2K-003,カーボンタイプ,1437,,258633,30080203001-qq-87,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アクティ,HA8/HA9,09/12～,,,,08R79-SAA-000A,,1271,,258531,30080103002-qq-123,STRIKE,エアコンフィルター
ホンダ,アコード,CL7/CL8/CL9/CU1/CU2,CL7/CL8/CL9:02/10～08/12<br>CU1/CU2:08/12～,,,,08R79-SEA-000A,,1296,,258515,30080103001-qq-81,STRIKE,エアコンフィルター
ホンダ,アコード/アコードセダン,CL7/CL8/CL9,02/10～08/12,全グレード,,,08R79-SEA-000A,カーボンタイプ,1544,,258658,30080203005-qq-89,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコード/アコードセダン,CL7/CL8/CL9/CU1/CU2,CL7/CL8/CL9:02/10～08/12<br>CU1/CU2:08/12～13/06,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941/80292-SNL-T01,カーボンタイプ,1464,,258654,30080203004-qq-90,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコード/アコードセダン,CL7/CL8/CL9/CU1/CU2,CL7/CL8/CL9:02/10～08/12<br>CU1/CU2:08/12～13/06,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941/80292-SNL-T01,カーボンタイプ PM2.5cut ver.,1665,,258906,30080303002-qq-46,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,アコードツアラー,CW1/CW2,08/12～,,,,08R79-SEA-000A,,1296,,258516,30080103001-qq-83,STRIKE,エアコンフィルター
ホンダ,アコードツアラー,CW1/CW2,08/12～13/06,全グレード,参考DENSO品番:DCC3006,,80292-SNL-T01,カーボンタイプ,1464,,259063,30080203004-qq-91,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコードツアラー,CW1/CW2,08/12～13/06,全グレード,参考DENSO品番:DCC3006,,80292-SNL-T01,カーボンタイプ PM2.5cut ver.,1665,,259183,30080303002-qq-47,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,アコードハイブリッド,CR6,13/06～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003/H8029-SEA-J02,カーボンタイプ,1464,,258655,30080203004-qq-92,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコードハイブリッド,CR6,13/06～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003/H8029-SEA-J02,カーボンタイプ PM2.5cut ver.,1665,,258907,30080303002-qq-48,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,アコードワゴン,CM1/CM2/CM3,02/11～08/12,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941,カーボンタイプ,1464,,258656,30080203004-qq-95,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコードワゴン,CM1/CM2/CM3,02/11～08/12,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941,カーボンタイプ PM2.5cut ver.,1665,,258908,30080303002-qq-49,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,アコードワゴン,CM1/CM2/CM3,02/11～08/12,全グレード,,,08R79-SEA-000A,カーボンタイプ,1544,,259064,30080203005-qq-94,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,アコードワゴン,CM1/CM2/CM3,02/11～08/12,,,,08R79-SEA-000A,,1296,,258517,30080103001-qq-84,STRIKE,エアコンフィルター
ホンダ,インサイト,ZE1,99/11～06/08,全グレード,参考DENSO品番:DCC3002,,80290-ST3-E01,カーボンタイプ,1530,,259074,30080203007-qq-99,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,インサイト,ZE1,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,259018,30080103005-qq-152,STRIKE,エアコンフィルター
ホンダ,インサイト,ZE2/ZE3,09/02～14/03,全グレード,参考DENSO品番:DCC3008,,80291-TF0-941,カーボンタイプ,1384,,258673,30080203009-qq-98,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,インスパイア,UC1/CP3,UC1:03/06～07/12<br>CP3:07/12～,,,,08R79-SEA-000A,,1296,,258518,30080103001-qq-85,STRIKE,エアコンフィルター
ホンダ,インスパイア,UC1/CP3,UC1:03/06～07/12<br>CP3:07/12～12/09,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941/80292-SFY-003/H8029-SEA-J01/80292-SNL-T01,カーボンタイプ,1464,,258657,30080203004-qq-97,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,インスパイア,UC1/CP3,UC1:03/06～07/12<br>CP3:07/12～12/09,全グレード,参考DENSO品番:DCC3006,,80292-SEA-941/80292-SFY-003/H8029-SEA-J01/80292-SNL-T01,カーボンタイプ PM2.5cut ver.,1665,,258909,30080303002-qq-51,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,インテグラ,DC5,01/07～06/09,全グレード,参考DENSO品番:DCC3001,,08R79-S7A-A00/08R79-S7A-B00,カーボンタイプ,1637,,259065,30080203006-qq-100,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,インテグラSJ,EK3,96/03～01/12,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00/08R79-S04-B00,カーボンタイプ,1530,,258660,30080203007-qq-101,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,インテグラSJ,EK3,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,258535,30080103005-qq-153,STRIKE,エアコンフィルター
ホンダ,ヴェゼル,RU1/RU2,13/12～,全グレード,参考DENSO品番:DCC3008,,80291-T5A-J01,カーボンタイプ,1384,,258668,30080203009-qq-102,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ヴェゼルハイブリッド,RU3/RU4,13/12～,全グレード,参考DENSO品番:DCC3008,,80291-T5A-J01,カーボンタイプ,1384,,258669,30080203009-qq-103,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,エアウェイブ,GJ1/GJ2,05/04～10/08,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61/80291-SLA-003,カーボンタイプ,1304,,259058,30080203002-qq-101,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,エアウェイブ,GJ1/GJ2,05/04～10/08,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61/80291-SLA-003,カーボンタイプ PM2.5cut ver.,1451,,259180,30080303001-qq-52,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,エアウェイブ,GJ1/GJ2,05/04～10/08,,,,08R79-SAA-000A,,1271,,258527,30080103002-qq-117,STRIKE,エアコンフィルター
ホンダ,エディックス,BE1/BE2/BE3/BE4/BE8,04/07～09/08,全グレード,参考DENSO品番:DCC3001,,80292-S7A-003,カーボンタイプ,1637,,259066,30080203006-qq-104,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,エリシオン,RR1/RR2/RR3/RR4,04/05～12/06,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ,1464,,258644,30080203004-qq-102,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,エリシオン,RR1/RR2/RR3/RR4,04/05～12/06,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ PM2.5cut ver.,1665,,258910,30080303002-qq-53,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,エリシオン,RR1/RR2/RR3/RR4/RR5/RR6,04/05～,,,,08R79-SEA-000A,,1296,,259011,30080103001-qq-87,STRIKE,エアコンフィルター
ホンダ,エリシオンプレステージ,RR1/RR2/RR5/RR6,07/01～13/10,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ,1464,,258645,30080203004-qq-103,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,エリシオンプレステージ,RR1/RR2/RR5/RR6,07/01～13/10,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ PM2.5cut ver.,1665,,259184,30080303002-qq-54,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,エレメント,YH2,03/04～05/12,全グレード,参考DENSO品番:DCC3001,,80292-S6M-901,カーボンタイプ,1637,,259067,30080203006-qq-105,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,オデッセイ,RA6/RA7/RA8/RA9,99/12～03/10,全グレード,参考DENSO品番:DCC3005,フィルター未装着車はフレーム又はトレイが必要となる場合あり,08R79-S7S-000A/08R79-S7S-000B,カーボンタイプ,1530,,258642,30080203003-qq-104,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,オデッセイ,RA6/RA7/RA8/RA9,99/12～03/10,,,,08R79-S7S-000A,,1346,,259017,30080103004-qq-128,STRIKE,エアコンフィルター
ホンダ,オデッセイ,RB1/RB2/RB3/RB4,RB1/RB2:03/10～08/10<br>RB3/RB4:08/10～,,,,08R79-SEA-000A,,1296,,259012,30080103001-qq-88,STRIKE,エアコンフィルター
ホンダ,オデッセイ,RB1/RB2/RB3/RB4/RC1/RC2,RB1/RB2:03/10～08/10<br>RB3/RB4:08/10～13/10<br>RC1/RC2:13/11～,全グレード,参考DENSO品番:DCC3006,,80292-SEA-003/80292-SFE-901/80291-SNK-A01/80291-T6A-J01,カーボンタイプ PM2.5cut ver.,1665,,258911,30080303002-qq-56,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,オデッセイ,RB1/RB2/RB3/RB4/RC1/RC2,RB1/RB2:03/10～08/10<br>RB3/RB4:08/10～13/10<br>RC1/RC2:13/11～,全グレード,参考DENSO品番:DCC3006,,80292-SEA-003/80292-SFE-901/80291-SNK-A01/80291-T6A-J01,カーボンタイプ,1464,,259062,30080203004-qq-108,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,オルティア,EL1/EL2/EL3,96/03～02/01,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00/08R79-S04-B00,カーボンタイプ,1530,,259072,30080203007-qq-106,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,オルティア,EL1/EL2/EL3,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,258536,30080103005-qq-154,STRIKE,エアコンフィルター
ホンダ,クロスロード,RT1/RT2/RT3/RT4,07/02～10/08,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003/80292-SYP-003,カーボンタイプ,1464,,258646,30080203004-qq-110,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,クロスロード,RT1/RT2/RT3/RT4,07/02～10/08,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003/80292-SYP-003,カーボンタイプ PM2.5cut ver.,1665,,259185,30080303002-qq-58,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,クロスロード,RT1/RT2/RT3/RT4,07/02～10/08,,,,08R79-SEA-000A,,1296,,258519,30080103001-qq-90,STRIKE,エアコンフィルター
ホンダ,ザッツ,JD1/JD2,02/02～07/06,,,,08R79-S2K-A00,,1308,,258532,30080103003-qq-125,STRIKE,エアコンフィルター
ホンダ,ザッツ,JD1/JD2,02/02～07/11,全グレード,参考DENSO品番:DCC3004,フィルター未装着車はカバーが必要となる場合あり,08R79-SCK-000/08R79-S2K-A00,カーボンタイプ,1477,,258667,30080203008-qq-96,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビック,EK2/EK3/EK4/EK9,95/09～00/09,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00/08R79-S04-B00,カーボンタイプ,1530,,258661,30080203007-qq-108,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビック,EN2/EP3/EU1/EU2/EU3/EU4,00/09～05/09,全グレード,参考DENSO品番:DCC3001,,08R79-S7A-A00/08R79-S7A-B00,カーボンタイプ,1637,,259068,30080203006-qq-107,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビック,FD1/FD2,05/09～10/11,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ,1464,,258647,30080203004-qq-112,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビック,FD1/FD2,05/09～10/11,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ PM2.5cut ver.,1665,,259186,30080303002-qq-59,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,シビック,FD1/FD2/FD3,FD1/FD2:05/09～10/08<br>FD3:05/11～10/12,,,,08R79-SEA-000A,,1296,,258521,30080103001-qq-92,STRIKE,エアコンフィルター
ホンダ,シビック/シビックフェリオ,EK2/EK3/EK4/EK9,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,258537,30080103005-qq-155,STRIKE,エアコンフィルター
ホンダ,シビックハイブリッド,ES9,01/12～05/11,全グレード,参考DENSO品番:DCC3001,,08R79-S7A-A00/08R79-S7A-B00,カーボンタイプ,1637,,259069,30080203006-qq-109,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビックハイブリッド,FD3,05/11～10/12,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ,1464,,258648,30080203004-qq-113,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビックハイブリッド,FD3,05/11～10/12,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ PM2.5cut ver.,1665,,258912,30080303002-qq-60,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,シビックフェリオ,EK2/EK3/EK4/EK5/EK8,95/09～00/09,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00/08R79-S04-B00,カーボンタイプ,1530,,258662,30080203007-qq-111,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,シビックフェリオ,ES1/ES2/ES3/ET2,00/09～05/09,全グレード,参考DENSO品番:DCC3001,,08R79-S7A-A00/08R79-S7A-B00,カーボンタイプ,1637,,259070,30080203006-qq-110,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ステップワゴン,RF3/RF4/RF5/RF6/RF7/RF8,RF3/RF4:01/04～05/04<br>RF5/RF6/RF7/RF8:03/06～05/05,,,,08R79-S7S-000A,,1346,,258534,30080103004-qq-130,STRIKE,エアコンフィルター
ホンダ,ステップワゴン,RF3/RF4/RF7/RF8,01/04～05/05,グレードK<br>販売店オプションフィルター車,参考DENSO品番:DCC3005,フィルター未装着車はフレーム又はトレイが必要となる場合あり,80291-S7S-003/08R79-S7S-000B,カーボンタイプ,1530,,258643,30080203003-qq-115,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ステップワゴン,RG1/RG2/RG3/RG4/RK1/RK2,RG1/RG2/RG3/RG4:05/05～09/10<br>RK1/RK2:09/10～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ,1464,,258649,30080203004-qq-117,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ステップワゴン,RG1/RG2/RG3/RG4/RK1/RK2,RG1/RG2/RG3/RG4:05/05～09/10<br>RK1/RK2:09/10～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ PM2.5cut ver.,1665,,259187,30080303002-qq-62,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ステップワゴン,RG1/RG2/RG3/RG4/RK1/RK2/RK5/RK6,RG1/RG2/RG3/RG4:05/05～09/10<br>RK1/RK2/RK5/RK6:09/10～,,,,08R79-SEA-000A,,1296,,258522,30080103001-qq-94,STRIKE,エアコンフィルター
ホンダ,ステップワゴンスパーダ,RF5/RF6/RF7/RF8,03/06～05/05,全グレード,参考DENSO品番:DCC3005,,80291-S7S-003/08R79-S7S-000B,カーボンタイプ,1530,,259061,30080203003-qq-118,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ステップワゴンスパーダ,RG1/RG2/RG3/RG4/RK5/RK6,RG1/RG2/RG3/RG4:07/11～09/10<br>RK5/RK6:09/10～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ,1464,,258650,30080203004-qq-120,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ステップワゴンスパーダ,RG1/RG2/RG3/RG4/RK5/RK6,RG1/RG2/RG3/RG4:07/11～09/10<br>RK5/RK6:09/10～,全グレード,参考DENSO品番:DCC3006,,80292-SLJ-003,カーボンタイプ PM2.5cut ver.,1665,,259188,30080303002-qq-63,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ストリーム,RN1/RN2/RN3/RN4/RN5,00/10～06/07,全グレード,参考DENSO品番:DCC3001,,80292-S7A-003,カーボンタイプ,1637,,259071,30080203006-qq-112,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ストリーム,RN6/RN7/RN8/RN9,06/07～,,,,08R79-SEA-000A,,1296,,258523,30080103001-qq-96,STRIKE,エアコンフィルター
ホンダ,ストリーム,RN6/RN7/RN8/RN9,06/07～14/05,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ,1464,,258651,30080203004-qq-122,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ストリーム,RN6/RN7/RN8/RN9,06/07～14/05,全グレード,参考DENSO品番:DCC3006,,80292-SFY-003,カーボンタイプ PM2.5cut ver.,1665,,258913,30080303002-qq-65,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ゼスト,JE1/JE2,06/03～,,,,08R79-SAA-000A,,1271,,259014,30080103002-qq-122,STRIKE,エアコンフィルター
ホンダ,ゼスト/ゼストスパーク/ゼストスポーツ,JE1/JE2,ゼスト:06/03～12/11<br>ゼストスパーク:08/12～12/11<br>ゼストスポーツ:06/03～09/01,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61/80291-SAA-J71,カーボンタイプ,1304,,258634,30080203002-qq-125,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ゼスト/ゼストスパーク/ゼストスポーツ,JE1/JE2,ゼスト:06/03～12/11<br>ゼストスパーク:08/12～12/11<br>ゼストスポーツ:06/03～09/01,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61/80291-SAA-J71,カーボンタイプ PM2.5cut ver.,1451,,259181,30080303001-qq-68,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ドマーニ,MB3/MB4/MB5,97/01～00/09,全グレード,参考DENSO品番:DCC3002,,08R79-S04-A00/08R79-S04-B00,カーボンタイプ,1530,,258663,30080203007-qq-113,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ドマーニ,MB3/MB4/MB5,,,,,08R79-S04-A00/08R79-S04-B00/80290-ST3-E01,,1308,,258538,30080103005-qq-156,STRIKE,エアコンフィルター
ホンダ,パートナー,GJ3/GJ4,06/03～10/08,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61,カーボンタイプ,1304,,258635,30080203002-qq-127,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,パートナー,GJ3/GJ4,06/03～10/08,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J61,カーボンタイプ PM2.5cut ver.,1451,,258900,30080303001-qq-69,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,フィット,GD1/GD2/GD3/GD4,01/06～07/10,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J01/80291-SAA-J51/80291-SAA-J71,カーボンタイプ PM2.5cut ver.,1451,,258901,30080303001-qq-70,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,フィット,GD1/GD2/GD3/GD4,01/06～07/10,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J01/80291-SAA-J51/80291-SAA-J71,カーボンタイプ,1304,,259059,30080203002-qq-130,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フィット,GD1/GD2/GD3/GD4,01/06～07/10,,,,08R79-SAA-000A,,1271,,258525,30080103002-qq-115,STRIKE,エアコンフィルター
ホンダ,フィット,GE6/GE7/GE8/GE9/GK3/GK4/GK5/GK6,GE6/GE7/GE8/GE9:07/10～13/09<br>GK3/GK4/GK5/GK6:13/09～,全グレード,参考DENSO品番:DCC3008,,80291-T5A-J01/80291-TF0-941/80291-TF0-003,カーボンタイプ,1384,,259076,30080203009-qq-115,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フィットアリア,GD6/GD7/GD8/GD9,02/12～08/07,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J51,カーボンタイプ,1304,,258636,30080203002-qq-131,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フィットアリア,GD6/GD7/GD8/GD9,02/12～08/07,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J51,カーボンタイプ PM2.5cut ver.,1451,,258902,30080303001-qq-71,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,フィットアリア,GD6/GD7/GD8/GD9,02/12～09/01,,,,08R79-SAA-000A,,1271,,258530,30080103002-qq-120,STRIKE,エアコンフィルター
ホンダ,フィットシャトル,GG7/GG8,11/06～,全グレード,参考DENSO品番:DCC3008,,80291-TF0-941,カーボンタイプ,1384,,258670,30080203009-qq-116,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フィットシャトルハイブリッド,GP2,11/06～,全グレード,参考DENSO品番:DCC3008,,80291-TF0-941,カーボンタイプ,1384,,259077,30080203009-qq-117,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フィットハイブリッド,GP1/GP4/GP5/GP6,GP1/GP4:10/10～13/09<br>GP5/GP6:13/09～,全グレード,参考DENSO品番:DCC3008,,80291-T5A-J01/80291-TF0-941,カーボンタイプ,1384,,259078,30080203009-qq-118,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フリード/フリードスパイク,GB3/GB4,フリード:08/05～<br>フリードスパイク:10/07～,全グレード,参考DENSO品番:DCC3008,,80291-TF0-941,カーボンタイプ,1384,,258671,30080203009-qq-120,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,フリードハイブリッド/フリードスパイクハイブリッド,GP3,11/10～,全グレード,参考DENSO品番:DCC3008,,80291-TF0-941,カーボンタイプ,1384,,258672,30080203009-qq-122,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,モビリオ,GB1/GB2,01/12～08/06,全グレード,参考DENSO品番:DCC3003,,08R79-SAA-000A/08R79-SAA-000B/80291-SAA-J51/80291-SAA-J71,カーボンタイプ PM2.5cut ver.,1451,,258903,30080303001-qq-72,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,モビリオ,GB1/GB2,01/12～08/06,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J51/80291-SAA-J71/08R79-SAA-000A/08R79-SAA-000B,カーボンタイプ,1304,,259060,30080203002-qq-134,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,モビリオ,GB1/GB2,01/12～08/06,,,,08R79-SAA-000A,,1271,,258526,30080103002-qq-116,STRIKE,エアコンフィルター
ホンダ,モビリオスパイク,GK1/GK2,02/09～08/01,,,,08R79-SAA-000A,,1271,,259013,30080103002-qq-121,STRIKE,エアコンフィルター
ホンダ,モビリオスパイク,GK1/GK2,02/09～08/06,全グレード,参考DENSO品番:DCC3003,,80291-SAA-J51/80291-SAA-J71/08R79-SAA-000A/08R79-SAA-000B,カーボンタイプ,1304,,258637,30080203002-qq-139,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,モビリオスパイク,GK1/GK2,02/09～08/06,全グレード,参考DENSO品番:DCC3003,,08R79-SAA-000A/08R79-SAA-000B/80291-SAA-J51/80291-SAA-J71,カーボンタイプ PM2.5cut ver.,1451,,259182,30080303001-qq-73,STRIKE,エアコンフィルター カーボンタイプ PM2.5cut ver.
ホンダ,ライフ,JB1/JB2,01/05～03/09,,,,08R79-S2K-A00,,1308,,259016,30080103003-qq-126,STRIKE,エアコンフィルター
ホンダ,ライフ,JB1/JB2,98/10～03/09,全グレード(01/05～03/09:グレードB除く),参考DENSO品番:DCC3004,フィルター未装着車はカバーが必要となる場合あり,08R79-SCK-000/08R79-S2K-A00/08R79-S2R-A00,カーボンタイプ,1477,,258665,30080203008-qq-123,STRIKE,エアコンフィルター カーボンタイプ
ホンダ,ライフ,JC1/JC2,08/11～,,,,08R79-SAA-000A,,1271,,258528,30080103002-qq-118,STRIKE,エアコンフィルター
