自動車メーカー,車種,主要型式,年式,適合詳細,販売価格,Camp,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,減衰力調整法(F/R),ダウン量(F/R),備考,注意事項,定価,セットCAMP,セット価格,,取付特記事項
VOLKSWAGEN,ゴルフ4,1J,97/10～03,フロント軸重910Kgまでの車両,99200,,290486,1140-5261-qq-e-593k,1140-5261-qq-e-d-593k,1140-5261,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,121800,134200
VOLKSWAGEN,ゴルフ4,1J,97/10～03,フロント軸重911Kg以上の車両,99200,,290487,1140-5262-qq-e-594k,1140-5262-qq-e-d-594k,1140-5262,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,124000,121800,134200
VOLKSWAGEN,ゴルフ4,1J,99/04～04,フロント軸重910Kgまでの車両,109600,,290474,1140-4391-qq-e-599k,1140-4391-qq-e-d-599k,1140-4391,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ4,1J,99/04～04,フロント軸重911Kg以上の車両,109600,,290475,1140-4392-qq-e-600k,1140-4392-qq-e-d-600k,1140-4392,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ4,1J,99/04～99,4-Motion 1.8T/1.9TDi/2.3-V5,119200,,290471,1140-4381-qq-e-603k,1140-4381-qq-e-d-603k,1140-4381,KONI,SPORT KIT,1台分,外部/-,25/25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,149000,139300,154200
VOLKSWAGEN,ゴルフ4,1J,99～03,4-Motion 2.8-V6<br>フロントスタビライザーブラケットがスプリングシート付車,120800,,290473,1140-4382-qq-e-609k,1140-4382-qq-e-d-609k,1140-4382,KONI,SPORT KIT,1台分,外部/-,25/25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,151000,140700,155800
VOLKSWAGEN,ゴルフ5,1K,03/10～08,フロント軸重1020Kgまでの車両,109600,,290447,1140-2611-qq-e-614k,1140-2611-qq-e-d-614k,1140-2611,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ5,1K,03/10～08,フロント軸重1021Kg以上の車両,109600,,290451,1140-2612-qq-e-615k,1140-2612-qq-e-d-615k,1140-2612,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ5,1K,04～08,GTI/GTスポーツ<br>純正ストラット径がφ55mmの車両に適合,112800,,290432,1140-1761-qq-e-618k,1140-1761-qq-e-d-618k,1140-1761,KONI,SPORT KIT,1台分,外部/-,40/40,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,141000,133700,147800
VOLKSWAGEN,ゴルフ5,1K,05～08,R324-Motion 250Hp,114400,,290433,1140-1763-qq-e-623k,1140-1763-qq-e-d-623k,1140-1763,KONI,SPORT KIT,1台分,外部/-,20～25/20～25,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,143000,135100,149400
VOLKSWAGEN,ゴルフ5,1K,05～09,フロント軸重1020Kgまでの車両,109600,,290448,1140-2611-qq-e-626k,1140-2611-qq-e-d-626k,1140-2611,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ5,1K,05～09,フロント軸重1021Kg以上の車両,109600,,290452,1140-2612-qq-e-627k,1140-2612-qq-e-d-627k,1140-2612,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ5,1K,07～09,フロント軸重1020Kgまでの車両,109600,,290449,1140-2611-qq-e-630k,1140-2611-qq-e-d-630k,1140-2611,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ5,1K,07～09,フロント軸重1021Kg以上の車両,109600,,290453,1140-2612-qq-e-631k,1140-2612-qq-e-d-631k,1140-2612,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,130900,144600
VOLKSWAGEN,ゴルフ6,,08～12,フロント軸重1021Kg以上の車両,109600,,290793,1140-0082-qq-e-636k,出さない,1140-0082,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,出さない,出さない
VOLKSWAGEN,ゴルフ6,,08～12,フロント軸重980Kgまでの車両,109600,,291027,1140-0080-qq-e-634k,出さない,1140-0080,KONI,SPORT KIT,1台分,外部/-,35/35,純正スポーツサスペンション装着車に装着した場合、ダウン量は少なくなります。<br>フロントのダウン量は車輌の仕様とエンジンの重量により異なります。,SPORT KIT 1140は車両により法律で定める最低地上高を確保出来ず、車検が通らない場合があります。<br>欠品時は基本的に本国取り寄せとなるため、納期に1.5～2ヶ月程度かかる可能性が高くなります。,137000,出さない,出さない
