自動車メーカー,車種,型式,年式,適合詳細,Fr/Rr,SET価格,Camp価格,商品ID,メーカー品番,メーカー名,商品名,種類,仕様,備考,定価,販売価格,工賃
スズキ,キャリイ/エブリイ,DA64V/DA64W,05/08～,,フロント,15800,,100585,371082,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,グランドエスクード,TX92W,00/12～,,フロント,20600,,126902,371048,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,22000,17600,3000
スズキ,クロスビー,MN71S,17/12～,,フロント,15800,,77710,371058,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,シボレークルーズ,HR51S/HR52S/HR81S/HR82S,01/12～,,フロント,15800,,77708,371058,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,ジムニー,JA11C/JA11V/JA12C/JA12V/JA12W/JA22W,90/2～98/8,,フロント,15800,,126923,371900,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,ジムニー,JB23W,98/9～,,フロント,15800,,87821,371900,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,ジムニーワイド/ジムニーシエラ,JB31W/JB32W,93/5～97/12,,フロント,15800,,114195,371900,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,ジムニーワイド/ジムニーシエラ,JB33W/JB43W,97/12～,,フロント,15800,,126924,371900,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,スイフト,HT51S,00/01～05/04,,フロント,15800,,77709,371058,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,スイフト,HT81S,00/01～05/04,,フロント,15800,,103317,371058,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,16000,12800,3000
スズキ,スイフト,HT81S,00/01～05/04,,リア,19000,,88153,355257,DIXCEL,ブレーキパッド,Z,材質:グラファイト・メタリック<br>適正温度:0～850℃,,20000,16000,3000
