自動車メーカー,車種,型式/モデル,年式,適合詳細,アッパーマウント,販売価格,Camp売価,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,タイプ,アッパーマウント【F|R】,スプリングレート 自由長(mm)/レート(kgf)【F|R】,ダウン量(-mm)【F|R】,全長調整範囲(mm) ダウン量から+/-【F|R】,ショック構成 材質/形式/構成 フロント,ショック構成 材質/形式/構成 リア,備考,定価,SET価格,納期
三菱,デボネア,S12A,1986/8～1992,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,274098,,212724,3AAA-DP08-000-qq-e-18,3AAA-DP08-000-qq-e-d-18,3AAA.DP08.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/13|250/6,,,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,350000,277500,受注生産　2～3週間程度
三菱,ミラージュ,CA4A,1991.10～1995.12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212413,3AAA-DP05-000-2CUP-qq-e-241,出さない,3AAA.DP05.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,175/7|200/4,30|30,+30/-10|+30/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,530000,出さない,受注生産　1ヶ月程度
三菱,ミラージュ,CA4A,1991/10～1995/12,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,211336,3AAA-DP05-000-qq-e-19,3AAA-DP05-000-qq-e-d-19,3AAA.DP05.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,175/7|200/4,30|30,+30/-10|+30/-35,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,特注対応車種,310000,247500,受注生産　2～3週間程度
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992.10～1996.7,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,447370,,211454,3AAA-P8-A1-000-2CUP-qq-e-497,出さない,3AAA.P8.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/7|250/4,30|30,+40/-25|+25/-46,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,アッパーマウントは社外製アッパー使用,550000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992.10～1996.7,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,593782,,211847,3AAA-P8-A1-000-4CUP-qq-e-545,出さない,3AAA.P8.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,S,調整式ピロボール|固定式ピロボール,200/7|250/4,30|30,+40/-25|+25/-46,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,アッパーマウントは社外製アッパー使用,730000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992.10～1996.7,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,441676,,212178,3AAA-P8-A1-R00-2CUP-qq-e-498,出さない,3AAA.P8.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/7|250/4,30|30,+40/-15|+20/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,アッパーマウントは社外製アッパー使用,543000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992/10～1996/7,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,258586,,211455,3AAA-P8-A1-000-qq-e-21,3AAA-P8-A1-000-qq-e-d-21,3AAA.P8.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/7|250/4,30|30,+40/-25|+25/-46,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,アッパーマウントは社外製アッパー使用,330000,262500,受注生産　2～3週間程度
三菱,ランサーエボリューション/II/III,CD9A/CE9A,1992/10～1996/7,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,253157,,211848,3AAA-P8-A1-R00-qq-e-22,3AAA-P8-A1-R00-qq-e-d-22,3AAA.P8.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/7|250/4,30|30,+40/-15|+20/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,アッパーマウントは社外製アッパー使用,323000,257300,受注生産　2～3週間程度
三菱,ランサーエボリューションIV,CN9A,1996.8～1998.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,577514,,211710,3AAA-D1-A1-000-4CUP-qq-e-580,出さない,3AAA.D1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|30,+30/-30|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,710000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIV,CN9A,1996.8～1998.1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,212055,3AAA-D1-A1-R00-2CUP-qq-e-224,出さない,3AAA.D1.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,30|30,+30/-30|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIV,CN9A,1996.8～1998.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212702,3AAA-D1-A1-000-2CUP-qq-e-223,出さない,3AAA.D1.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|30,+30/-30|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIV,CN9A,1996/8～1998/1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,211711,3AAA-D1-A1-000-qq-e-23,3AAA-D1-A1-000-qq-e-d-23,3AAA.D1.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|30,+30/-30|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,247500,受注生産　2～3週間程度
三菱,ランサーエボリューションIV,CN9A,1996/8～1998/1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212703,3AAA-D1-A1-R00-qq-e-25,3AAA-D1-A1-R00-qq-e-d-25,3AAA.D1.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,30|30,+30/-30|+40/-20,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,242300,受注生産　2～3週間程度
三菱,ランサーエボリューションIX/IX MR,CT9A,2005.3～2007.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,577514,,211724,3AAA-D6-A1-000-4CUP-qq-e-548,出さない,3AAA.D6.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,S,調整式ピロボール|固定式ピロボール,200/12|200/7,30|20,+30/-30|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,710000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIX/IX MR,CT9A,2005.3～2007.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212391,3AAA-D6-A1-000-2CUP-qq-e-339,出さない,3AAA.D6.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/12|200/7,30|20,+30/-30|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIX/IX MR,CT9A,2005.3～2007.1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,212393,3AAA-D6-A1-R00-2CUP-qq-e-500,出さない,3AAA.D6.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/12|200/7,30|20,+30/-30|+35/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションIX/IX MR,CT9A,2005/3～2007/1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,212062,3AAA-D6-A1-R00-qq-e-27,3AAA-D6-A1-R00-qq-e-d-27,3AAA.D6.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/12|200/7,30|20,+30/-30|+35/-25,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,242300,受注生産　2～3週間程度
三菱,ランサーエボリューションIX/IX MR,CT9A,2005/3～2007/1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212711,3AAA-D6-A1-000-qq-e-29,3AAA-D6-A1-000-qq-e-d-29,3AAA.D6.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/12|200/7,30|20,+30/-30|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,247500,受注生産　2～3週間程度
三菱,ランサーエボリューションV/VI/VI TME,CP9A,1998.1～2001.1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,211318,3AAA-D2-A1-R00-2CUP-qq-e-226,出さない,3AAA.D2.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,30|15,+30/-30|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションV/VI/VI TME,CP9A,1998.1～2001.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,431102,,212379,3AAA-D2-A1-000-2CUP-qq-e-225,出さない,3AAA.D2.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|15,+30/-30|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,530000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションV/VI/VI TME,CP9A,1998.1～2001.1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,577514,,212380,3AAA-D2-A1-000-4CUP-qq-e-581,出さない,3AAA.D2.A1.000,Aragosta,全長調整式車高調 with アラゴスタカップ 4CUP,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|15,+30/-30|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,710000,出さない,受注生産　1ヶ月程度
三菱,ランサーエボリューションV/VI/VI TME,CP9A,1998/1～2001/1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,237646,,211319,3AAA-D2-A1-R00-qq-e-34,3AAA-D2-A1-R00-qq-e-d-34,3AAA.D2.A1.R00,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,30|15,+30/-30|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,303000,242300,受注生産　2～3週間程度
三菱,ランサーエボリューションV/VI/VI TME,CP9A,1998/1～2001/1,,Fr：調整式ピロボール<br>Rr：固定式ピロボール,243075,,212057,3AAA-D2-A1-000-qq-e-35,3AAA-D2-A1-000-qq-e-d-35,3AAA.D2.A1.000,Aragosta,全長調整式車高調,S,調整式ピロボール|固定式ピロボール,200/9|200/7,30|15,+30/-30|+30/-30,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,310000,247500,受注生産　2～3週間程度
三菱,ランサーエボリューションVII/VII GT-A,CT9A,2001.2～2003.1,,Fr：調整式ピロボール<br>Rr：固定式強化ラバー,425408,,211323,3AAA-D4-A1-R00-2CUP-qq-e-453,出さない,3AAA.D4.A1.R00,Aragosta,全長調整式車高調 with アラゴスタカップ 2CUP,S,調整式ピロボール|固定式強化ラバー,200/9|200/7,30|20,+30/-30|+25/-40,材質:スティール硬質クロームメッキ加工+WPC加工またはカチオンコート/倒立式ショック/コイルオーバー一体式,材質:アルミカシマコート/正立式ショック/コイルオーバー一体式,,523000,出さない,受注生産　1ヶ月程度
