自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,ダウン量,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,ダウン量 mm(F/R),バネレート(F/R),備考,注意事項,定価,SET価格
スズキ,ワゴンR,MC12S,00/12～02/09,F6AT,,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305778,SS003A-qq-e-487,SS003A-qq-e-d-487,SS003A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.1/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MC21S/MC11S,98/09～02/09,K6A,2WD NA/ターボ,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305777,SS003A-qq-e-486,SS003A-qq-e-d-486,SS003A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.1/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MC22S,00/12～02/09,K6A,1～4型,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305518,SS003A-qq-e-488,SS003A-qq-e-d-488,SS003A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3.1/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MC22S,02/09～03/09,K6A,5/6型 NA/ターボ共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305785,SS012A-qq-e-489,SS012A-qq-e-d-489,SS012A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH21S,03/09～08/08,K6A,2WD NA/ターボ共通 FX/FT-Sリミテッドは不可,<div>Fr：40～45mm</div><div>Rr：40～45mm</div>,10260,,305532,SS016A-qq-e-490,SS016A-qq-e-d-490,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,40～45/40～45,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH21S,05/09～07/05,K6A,2WD リミテッド車専用,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305533,SS016A-qq-e-491,SS016A-qq-e-d-491,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH22S,07/05～08/08,K6A,2WD,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305790,SS016A-qq-e-492,SS016A-qq-e-d-492,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH23S,08/09～12/08,K6A,2WD NA/ターボ共通,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305536,SS019A-qq-e-493,SS019A-qq-e-d-493,SS019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH23S,08/09～12/08,K6A,4WD NA,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305802,SS026A-qq-e-494,SS026A-qq-e-d-494,SS026A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH34S,12/09～17/02,R06A,2WD NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,10260,,305546,SS030A-qq-e-495,SS030A-qq-e-d-495,SS030A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3/2.5,ハーフダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH34S,12/09～17/02,R06A,2WD NA,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305551,SS031A-qq-e-496,SS031A-qq-e-d-496,SS031A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,ノーマルダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH44S,14/06～17/02,R06A,2WD NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,10260,,305547,SS030A-qq-e-60k,SS030A-qq-e-d-60k,SS030A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3/2.5,ハーフダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH44S,14/06～17/02,R06A,2WD NA,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305553,SS031A-qq-e-61k,SS031A-qq-e-d-61k,SS031A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,ノーマルダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンR,MH55S/MH35S,17/02～,R06A,2WD NA/ハイブリッド共通,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,9540,,305820,SS040A-qq-e-62k,SS040A-qq-e-d-62k,SS040A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,2.2/1.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
スズキ,ワゴンR RR,MC21S,98/10～02/09,K6A,,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305779,SS003A-qq-e-497,SS003A-qq-e-d-497,SS003A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH22S,07/02～08/08,K6A,2WD,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305534,SS016A-qq-e-498,SS016A-qq-e-d-498,SS016A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3.1/2.3,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,K6A,2WD,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305795,SS019A-qq-e-499,SS019A-qq-e-d-499,SS019A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,バンプラバーカット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH23S,08/09～12/08,K6A,4WD NA,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,10260,,305803,SS026A-qq-e-500,SS026A-qq-e-d-500,SS026A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,3/2.5,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,R06A,2WD NA/ターボ,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,10260,,305807,SS030A-qq-e-501,SS030A-qq-e-d-501,SS030A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3/2.5,ハーフダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH34S,12/09～17/02,R06A,2WD NA/ターボ,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305552,SS031A-qq-e-502,SS031A-qq-e-d-502,SS031A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,ノーマルダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH44S,14/06～17/02,R06A,2WD NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,10260,,305548,SS030A-qq-e-63k,SS030A-qq-e-d-63k,SS030A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,3/2.5,ハーフダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH44S,14/06～17/02,R06A,2WD NA,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,10260,,305808,SS031A-qq-e-64k,SS031A-qq-e-d-64k,SS031A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,3/2.5,ノーマルダウン仕様<br>バンプラバー要カット,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11400,25300
スズキ,ワゴンRスティングレー,MH55S/MH35S,17/02～,R06A,2WD NA/ターボ/ハイブリッド共通,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,9540,,305929,SS040A-qq-e-65k,SS040A-qq-e-d-65k,SS040A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,2.2/1.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
スバル,BRZ,ZC6,16/08～,FA20,2WD 2.0L 後期,<div>Fr：20～25mm</div><div>Rr：20～25mm</div>,11970,,305649,ST159A-qq-e-2k,ST159A-qq-e-d-2k,ST159A,RACING GEAR,LOWFORM REVOLUTION,1台分,20～25/20～25,2.7/4.3,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,13300,27000
スバル,R1,RJ1,04/01～10/03,EN07,2WD NA S/C,<div>Fr：20～25mm</div><div>Rr：20～25mm</div>,9540,,305420,SF011A-qq-e-415,SF011A-qq-e-d-415,SF011A,RACING GEAR,LOWFORM REVOLUTION,1台分,20～25/20～25,2.7/2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
スバル,R2,RC1/RC2,03/12～10/03,EN07,2WD/4WD NA,<div>Fr：25～30mm</div><div>Rr：25～30mm</div>,9540,,305421,SF011A-qq-e-416,SF011A-qq-e-d-416,SF011A,RACING GEAR,LOWFORM REVOLUTION,1台分,25～30/25～30,2.7/2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
スバル,R2,RC1/RC2,03/12～10/03,EN07,2WD/4WD S/C,<div>Fr：20～30mm</div><div>Rr：20～30mm</div>,9540,,305691,SF011B-qq-e-417,SF011B-qq-e-d-417,SF011B,RACING GEAR,LOWFORM REVOLUTION,1台分,20～30/20～30,2.7/2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,10600,24600
スバル,WRX,VAG,14/08～,FA20,4WD 2.0L,<div>Fr：15～20mm</div><div>Rr：15～20mm</div>,16920,,305428,SF033A-qq-e-10k,SF033A-qq-e-d-10k,SF033A,RACING GEAR,LOWFORM REVOLUTION,1台分,15～20/15～20,5.5/6,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,18800,35000
スバル,ヴィヴィオ,KK3/KK4,92/03～94/05,EN07,2WD/4WD 0.66L 前期,<div>Fr：35～40mm</div><div>Rr：35～40mm</div>,9900,,305429,SF034A-qq-e-16k,SF034A-qq-e-d-16k,SF034A,RACING GEAR,LOWFORM REVOLUTION,1台分,35～40/35～40,2.6/1.9,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11000,24900
スバル,ヴィヴィオ,KK3/KK4,94/06～98/09,EN07,2WD/4WD 0.66L 後期,<div>Fr：30～35mm</div><div>Rr：30～35mm</div>,9900,,305696,SF035A-qq-e-17k,SF035A-qq-e-d-17k,SF035A,RACING GEAR,LOWFORM REVOLUTION,1台分,30～35/30～35,2.6/2.2,,必ず適合表最後の「適合表注意事項及び取扱い注意事項」をメーカーHPにてご参照ください。<br>商品の仕様により、線間密着が起こってしまう可能性がございます。<br>ご了承の上ご購入下さい。,11000,24900
